smiles,validity,qed,sa,logp,lipinski
CN1CCN(c2nc3cc4ncn(CCN5CCOCC5)c(=N)c4cc3c(=N)[nH]2)CC1,True,0.5075947254468304,0.75,-0.04445999999999706,5
CC(=O)c1ccc2c(c1)c(=N)n(CCN)c1nc3cnccc3c(=N)n21,True,0.28971945743539645,0.76,0.9574400000000001,5
N=c1c2ccc(C(=O)O)cc2oc2ncnc(N3CCNCC3)c12,True,0.6010805715596356,0.79,0.9632700000000001,5
CN(C)CCCn1c(=N)n(CCCN2CCN(c3ccc(C(F)(F)F)cc3)CC2)c(=N)c2nc3ccccc3nc21,True,0.30214716129935604,0.78,3.5277400000000014,4
CCOC(=O)c1ccc2nc3c(cnn3CCN3CCCCC3)c(=O)n2c1,True,0.6369961348768854,0.84,1.7068,5
COC(=O)c1cc2c(=N)c3cc(-c4ccccn4)ccc3n(C)c2n(CCN(C)C)c1=N,True,0.37529509834191405,0.77,2.50214,5
COC(=O)c1ccc2c(c1)c(=O)c1c(=N)n(CCN(C)C)cnc1n2C1CC1,True,0.5341826003128387,0.8,1.5137699999999992,5
COC(=O)c1ccc2c(c1)c(=N)c1c(=N)n3c(nc1n2CCCN(C)C)CCC3,True,0.5074170524918443,0.76,1.6344399999999997,5
N=c1[nH]cnc2cc3ncn(CCCN4CCC(F)(F)CC4)c(=N)c3cc12,True,0.6102522933248115,0.73,1.9927400000000002,5
Cn1c(=O)c2c3nc4c(cc(=O)n3c1=O)c(=N)n(c(=N)n4CCCN1CCOCC1)CC(c1ccccc1)=CC=NC=C2,True,0.34609858258074083,0.53,0.3295400000000044,3
CN(C)CCCNC(=O)c1ccc2c(c1)c(=N)c1c(N3CCCC3)ncnc1n2C1CC1,True,0.44167829285600496,0.8,2.6805700000000003,5
Cn1c(=N)c2cc(C(=O)O)c(=N)n(C)c2c2c(N3CCNCC3)nc(N3CCOCC3)nc21,True,0.38300309246367953,0.74,-0.6366599999999973,4
CCOC(=O)c1cc2c(N3CCNCC3)nc(N3CCNCC3)nc2n(CC)c1=N,True,0.5831714887178514,0.79,-0.07342999999999761,5
CN(C)CCNc1ncnc2oc3ccc(C(=O)O)cc3c(=N)c12,True,0.6085382057050819,0.8,1.52717,5
N=c1c2cc3oc(=O)[nH]c3cc2nc2n1CCNCC2,True,0.5394704504881805,0.75,0.09596999999999972,5
N=c1c2cc3ccccc3nc2n(CCN2CCOCC2)c(=N)n1CCN1CCOCC1,True,0.55136796883478,0.79,0.6143400000000012,5
Cn1c(=N)c2cc3c(=N)[nH]c(=O)n(CCN4CCCC4)c3nc2n(CCN2CCCCC2)c1=N,True,0.3809960129235343,0.73,0.037910000000002164,5
CN1CCN(c2ncnc3c2c(=O)c2cc(C(=O)NCc4ccc(F)cc4)c(=N)n(C)c2n3C2CC2)CC1,True,0.3922444856659157,0.77,1.918469999999999,4
N=c1c2cc(C(N)=O)ccc2n(CCN2CCCC2)c2cc(C(F)(F)F)ncc12,True,0.6568949030289091,0.79,2.8824700000000005,5
Cc1cc(=O)oc2cc3oc(=N)c(C#N)c(NCCN)c3cc12,True,0.49715484505852586,0.78,1.56937,5
CS(=O)(=O)c1ccc2[nH]c(=N)c3ccc(NCCN4CCCC4)nc3c2c1,True,0.5839827633439975,0.8,2.10677,5
CN(C)CCCn1c2ccc(S(=O)(=O)N3CCCCC3)cc2c(=O)c2c(=N)n3ccccc3nc21,True,0.41476433304170834,0.8,2.40817,5
CCOC(=O)c1cc2c(=N)n(CCN3CCOCC3)c3nc(C)ccc3c2n(CC)c1=N,True,0.4504711851003782,0.78,1.78716,5
CS(=O)(=O)c1ccc2c(=N)c3c(N4CCNCC4)nc4ccccc4c3oc2c1,True,0.3903955759072794,0.8,2.4267700000000003,5
N=c1c2cnc(C(=O)NCCN3CCOCC3)cc2n(CCN2CCOCC2)c(=N)n1-c1ccccc1,True,0.40048278765576667,0.78,0.18014000000000424,4
N=c1c(C(=O)c2ccc(F)nc2)cc2c(=N)n3ccccc3nc2n1CCN1CCCCC1,True,0.2798558357528405,0.77,2.498940000000001,5
N=c1c2cc3c(cc2n(CCN2CCCC2)c2ncn(CCN4CCCC4)c(=N)c12)CCCC3,True,0.5565314904761705,0.77,3.020340000000002,5
CN(C)CCNc1ncnc2cc3oc(-c4cccnc4)cc(=N)c3cc12,True,0.5319230319548919,0.8,2.8909700000000003,5
CCn1c(=N)n(CCN2CCOCC2)c(=N)c2cc3cc(F)ccc3nc21,True,0.6819916649890998,0.79,1.44114,5
N=c1c2c3ccsc3c(=N)n(CCCN)c2ncn1-c1ccccc1,True,0.5265603088423959,0.78,2.3494400000000004,5
CN(C)CCn1c(=N)n2ccnc2c2cc3c(=O)n(C)c(=O)n(C)c3cc21,True,0.5110890297405754,0.78,-0.11932999999999838,5
CCOC(=O)c1cnn2c(=N)c3cc4cc(C(=O)OC)ccc4n(CCN4CCCCC4)c3nc12,True,0.33609488522233605,0.79,2.7658700000000014,5
CN(C)CCCNC(=O)c1cc2cnc(N3CCN(C)CC3)nc2n(C2CC2)c1=N,True,0.6498858983371185,0.81,0.6789700000000016,5
CN(C)CCNc1ccc2cc3[nH]c(=N)[nH]c(=N)c3cc2n1,True,0.46316489227126667,0.75,0.9766399999999995,5
Cc1cc(=O)oc2cc3c(=N)[nH]c(N4CCN(C)CC4)nc3cc12,True,0.5184197908516285,0.79,1.2089899999999998,5
Cn1c(N2CCN(c3ccccn3)CC2)nc2ccc(S(C)(=O)=O)cc2c1=N,True,0.7118389648515763,0.82,1.1778699999999998,5
Cn1c(=N)c2cc(C(N)=O)c(=N)n(C)c2c2c(N3CCNCC3)ncnc21,True,0.42667052769115227,0.75,-1.0725599999999988,5
CCN(CC)CCCn1c2ccc(C(=O)OC)cc2c(=N)c2cc3c(cc21)n(C)c(=N)n3CCN(CC)CC,True,0.21327142930697054,0.75,3.906940000000003,3
CCN(CC)CCNc1nc(C)nc2c1c(=N)n(C)c1c2ccc(=O)n1C,True,0.6403397428542726,0.76,1.36179,5
CCn1c(=N)n(CCN(C)C)c(=N)c2cc3c(cc21)c(=N)n(CCN(C)C)c(=N)n3CCN(C)C,True,0.299083264539423,0.72,-0.17841999999999425,4
N=c1c2c(=N)n3cc(C(N)=O)ccc3nc2ncn1CCN1CCCC1,True,0.56328130055027,0.77,-0.16236000000000028,5
N=c1[nH]c(N2CCNCC2)nc2oc3cc(F)ccc3c(=O)c12,True,0.5742342983867111,0.77,0.6974699999999998,5
Cn1c(=N)c2cc3c(=N)n(-c4ccccc4)c(SCCN)nc3nc2n(C)c1=O,True,0.2587624685806898,0.76,0.6206399999999993,5
COC(=O)c1ccc2c(c1)c(=N)c1cccnc1n2CCN(C)C,True,0.5885956098603087,0.82,2.01717,5
Cn1c(=N)c2c(=N)c3cc(S(C)(=O)=O)ccc3oc2n(CCCN2CCOCC2)c1=N,True,0.48319487195539124,0.74,0.2902100000000017,5
CN(CCN1CCCCC1)c1nc2nc3c(cc2c(=N)n1C)c(=N)n(C)c(=O)n3C,True,0.5889719720541768,0.73,0.03974000000000144,5
COC(=O)c1ccc2c(c1)c(=N)c1cccnc1n2CCCN(C)C,True,0.5727453392117969,0.82,2.4072700000000005,5
N=c1ccc2c3nc(N4CCNCC4)ncc3c(=N)n(CC(F)(F)F)c2n1CCN,True,0.45051171682757446,0.71,0.27554000000000045,5
CCOC(=O)c1cc2c(=N)n3cc(C(=O)OC)ccc3nc2n(CCCN(C)C)c1=N,True,0.431365334979059,0.78,1.16294,5
N=c1c2cc3ccc(C(=O)O)cc3nc2n(CCN2CCOCC2)c(=O)n1Cc1ccc2ccccc2n1,True,0.33615110461188813,0.8,2.4575700000000005,4
CCn1c2ccc(C(C)=O)cc2c(=O)c2c(=N)n(CCN3CCOCC3)cnc21,True,0.5204777552871988,0.81,1.38537,5
COC(=O)c1ccc2c(c1)c(=O)c1c(=N)n3c(nc1n2C)CCC3CN(C)C,True,0.5436139044687854,0.72,1.2031699999999996,5
N=c1c(C(=O)NC2CCCCC2)cc2c(=N)n3ccccc3nc2n1CCCN,True,0.4926184583407342,0.79,1.6592399999999992,5
Cn1ccc(=N)c2cc3c(=N)n(CCCN4CCOCC4)c(=N)n(CCN4CCOCC4)c3nc21,True,0.404145715394079,0.73,-0.17758999999999636,4
COC(=O)c1cc2c(=N)c3c(N4CCN(C)CC4)ncnc3oc2cc1Cl,True,0.5306539390407891,0.79,2.04727,5
CN(C)CCn1cnc2cc3c(=O)c4ccc(=O)oc4oc3cc2c1=N,True,0.5571119533998449,0.76,1.2901699999999994,5
CCOC(=O)c1cc2cc3c(=N)n(CCN(CC)CC)c(N(CC)CC)nc3nc2n(CC)c1=N,True,0.3206669761233311,0.74,2.729540000000001,4
CN(C)CCCn1c2ncccc2c(=N)c2c(=N)c3cc(Cl)ccc3oc21,True,0.5306256653304038,0.76,3.499740000000002,5
Cn1c2nc(N3CCNCC3)n(Cc3ccc(Cl)cc3)c(=N)c2c(=O)c2ccc(=O)[nH]c21,True,0.40470490925481517,0.77,1.16727,5
Cc1ccc2nc3c(cc2c1)c(=N)c1c(=N)n(CCN2CCCC2)cnc1n3CCN1CCCCC1,True,0.4107041394185988,0.77,3.3882600000000016,5
CCn1c2ccc(C(=O)OC)cc2c(=N)c2c(NCCN(C)C)ncnc21,True,0.5091161498365967,0.8,1.8439699999999997,5
N=c1c2ccc(F)cc2oc2nc(N3CCNCC3)ccc12,True,0.6745489525452151,0.79,2.00917,5
CN(C)CCn1cnc2c(c1=N)c1ccc(C(=O)Nc3ccc(F)cc3)cc1c(=N)n2CCCO,True,0.29085067944279674,0.79,2.28534,5
Cc1c(C(N)=O)c(=N)n(C)c2c1c(=N)n(CCN(C)C)c1ncccc21,True,0.5913916866680341,0.76,0.45586000000000126,5
Cc1ccc(NC(=O)c2ccc3c(c2)c(=O)c2cc(N4CCN(C)CC4)c(C)nc2n3C)cc1,True,0.47716022579689865,0.84,3.7076400000000023,5
Cc1cccnc1NC(=O)c1ccc2c(c1)c(=N)c1ccc(N3CCNCC3)nc1n2C,True,0.4366546671864426,0.8,2.5712900000000003,5
Cc1cccn2c(=O)c3c(=N)n(Cc4ccccc4)c(=O)n(CCCN4CCCCC4)c3nc12,True,0.44991523581437465,0.81,2.5230900000000007,5
CN(C)CCCn1cc(-c2ccc3ncccc3c2)c(=N)c2ccc(C(F)(F)F)nc21,True,0.504250695732812,0.79,4.701470000000004,5
CSc1nc2nc3c(cc2c(=N)n1-c1ccccc1)c(=N)n(CCN1CCOCC1)c(=N)n3C,True,0.22638051691372224,0.74,1.2062100000000002,4
CCn1c(=NCc2ccc(Cl)cc2)c(C(N)=O)cc2cnc(N3CCNCC3)nc21,True,0.6476223623055561,0.79,1.714,5
CC(C)n1c(N2CCN(C)CC2)nc2c(c1=N)c1c([nH]c(=O)c(=N)n1C)c(=N)n2C,True,0.4145151206891468,0.71,-0.6740899999999956,5
CS(=O)(=O)c1ccc2nc(NCCN3CCCCC3)n3c(=N)cc(C(F)(F)F)nc3c2c1,True,0.5583960074146278,0.78,2.6820700000000004,5
N#Cc1cnc2[nH]c(=NC(=O)c3cc(C(F)(F)F)cc(S(=O)(=O)N4CCCCC4)c3)[nH]c(=N)c2c1,True,0.4968426050531136,0.74,2.1766500000000004,4
COC(=O)c1ccc2c(c1)c(=O)c1c3ccccc3oc1n2CCN(C)C,True,0.5202610123549534,0.83,3.249100000000001,5
Cc1nc2cc(S(=O)(=O)N3CCCCC3)ccc2c(=N)n1CCN1CCOCC1,True,0.7895163896247092,0.82,1.3309900000000003,5
CCOC(=O)c1cc(C(=O)OCC)c2nc3ccc(OCCN(C)C)cc3c(=N)n2c1,True,0.4349290778475054,0.81,2.26077,5
CCn1c2cc3nc(C)oc3cc2c(=N)c2c3c(c(N4CCN(C)CC4)nc21)CCCC3,True,0.49021733630855524,0.76,3.769090000000003,5
CN(C)CCCn1c2cc(C(=O)O)ccc2c(=N)c2cc(C(F)(F)F)cnc21,True,0.6527885527763749,0.8,3.337670000000001,5
CCN(CC)CCNC(=O)c1ccc2c(c1)c(=N)c1c(=N)n3c(nc1n2CC)CCC3,True,0.5084242255881651,0.76,1.9876399999999996,5
CN(C)CCNc1cnc2oc3occc(=N)c3c(=O)c2c1,True,0.7068987505679251,0.74,1.3871699999999998,5
Cn1c(=N)c(-c2ccncc2)cc2c(N3CCNCC3)nc(N3CCOCC3)nc21,True,0.6629227499524212,0.79,0.7559700000000003,5
CN(C)CCCn1ccc(=N)c2cc3ccc(C(=O)O)cc3nc21,True,0.7057075928409174,0.81,2.3188699999999995,5
CN(C)CCn1ccc(=N)c2cc3c(=N)n4c(nc3cc21)CCCC4,True,0.7164718523788547,0.75,1.8478399999999993,5
COC(=O)c1ccc2c(=N)c3c(N4CCN(C)CC4)ncnc3oc2c1,True,0.5493287173335175,0.8,1.3938699999999995,5
Cc1ccccc1-c1ccc2c(c1)c(=N)c1cc3ccccc3nc1n2CCCN,True,0.4155804852382481,0.83,5.146390000000005,4
CN(C)CCn1c2cc3ccccc3cc2c(=N)c2cc3c(=N)n(CCN)cnc3nc21,True,0.37391031621687926,0.75,2.17164,5
CN(C)CCCn1c(=O)c(-c2cc[nH]c(=O)c2)cc2c(=N)n(CCN(C)C)cnc21,True,0.5634054449479021,0.77,0.5460700000000007,5
N=c1c2c(=O)n(CCN3CCCC3)cnc2ncn1Cc1ccc(F)cc1,True,0.7373892133433042,0.82,1.35567,5
N=c1c(C(=O)O)cc2cc3ncccc3nc2n1CCCN1CCC(F)(F)CC1,True,0.6412944938714146,0.79,2.883370000000001,5
COc1ccc(-n2c(SCCN3CCCCC3)nc3c(c(=N)c4cc(C(=O)O)ccc4n3C)c2=N)cc1,True,0.1946711102951144,0.78,3.7609400000000015,4
COC(=O)c1ccc2nc3c(cc(C#N)c(=N)n3CCN3CCCCC3)c(=N)n2c1,True,0.5015087530064779,0.77,1.3921199999999998,5
CCOC(=O)c1ccc2nc3nc(N4CCN(C)CC4)n(CCN(CC)CC)c(=N)c3c(=N)n2c1,True,0.3626265277855936,0.76,0.9132400000000025,4
CCCN1CCN(c2nc3cc4c(=N)n(C)c(=O)n(C)c4cc3c(=N)[nH]2)CC1,True,0.5639312218522418,0.75,0.2442400000000019,5
N=c1c2cc(F)ccc2nc2n(CCN3CCCC3)c3ncccc3c(=N)n12,True,0.53583985883125,0.78,2.03104,5
CCOC(=O)c1cn2c(=N)c(C#N)c(NCCN(C)C)nc2n(C)c1=N,True,0.6042892862847822,0.74,-0.34637999999999897,5
NCCn1c2ccc(C(=O)c3ccccc3)cc2c2c(N3CCNCC3)ncnc21,True,0.49938523125026874,0.83,2.183799999999999,5
CN(C)c1nc(N2CCNCC2)c2cc3oc4ccc(O)cc4c(=N)c3cc2n1,True,0.4510733823969212,0.77,2.189869999999999,5
COC(=O)c1ccc2c(=N)c3c(N4CCNCC4)ncnc3oc2c1,True,0.5310359052596144,0.79,1.0516699999999997,5
CCn1c(C(=O)c2ccccc2)cc2c(=N)n(CCN3CCOCC3)cnc21,True,0.6639457672448602,0.82,1.9003699999999997,5
COc1ccc(Cn2cnc3c(c(=O)c4cc(C(=O)O)ccc4n3CCN3CCOCC3)c2=N)cc1,True,0.3803761245308865,0.81,1.9179699999999997,5
Cc1cc(=O)oc2cc3c(cc12)c1cccnc1c(=N)n3CCN1CCCCC1,True,0.3307263206576834,0.81,3.5696900000000023,5
CCn1c2ccc(C(C)=O)cc2c(=O)c2c(N3CCNCC3)nc(N3CCNCC3)nc21,True,0.4627876888510305,0.8,0.9864000000000004,5
N=c1c2cc(-c3ccncc3)ccc2ncn1CCCN1CCCCC1,True,0.7689003384523224,0.84,3.4537700000000022,5
CCOC(=O)c1ccn2c(=N)c3c(N4CCNCC4)ncnc3nc2c1,True,0.5162672486988549,0.78,0.34327000000000046,5
CC(=O)c1ccc2c(=N)c3c(NCCN(C)C)ncnc3n(C)c2c1,True,0.5468744199278673,0.8,1.7770699999999997,5
CN(C)CCCn1c2ncc(C(F)(F)F)cc2c(=O)c2cc3ccc(=O)n(C)c3nc21,True,0.46489244785992984,0.8,2.767100000000001,5
CS(=O)(=O)c1ccc2c(c1)c(=O)c1cc(F)cnc1n2CCCN1CCOCC1,True,0.5870404156131118,0.83,1.8146,5
N=c1[nH]c2cc(C(N)=O)ccc2c2cc(-c3cccnc3N3CCNCC3)ccc12,True,0.39710887021471064,0.8,2.3710699999999996,5
CCn1c(=N)c2c(N3CCN(c4ccc(F)cc4)CC3)nc(N3CCN(C)CC3)nc2n(CC)c1=N,True,0.5575358063111779,0.78,1.4490400000000012,5
Cc1nc(N2CCN(C)CC2)c2c(=N)[nH]c3ccc(S(C)(=O)=O)cc3c2n1,True,0.6379972834086864,0.79,1.0542900000000004,5
CN(C)CCn1cnc(=N)c2cc3cc(C(N)=O)c(=N)n(C4CC4)c3nc21,True,0.5621770048690671,0.75,0.3403400000000002,5
CN(C)CCn1c2ccccc2c(=O)c2cc3c(cc(C(=O)O)c(=N)n3CCF)cc21,True,0.46766663781282897,0.79,2.818170000000001,5
N=c1c2cc3c(cc2n(CCN)c2ncnc(N4CCNCC4)c12)OCO3,True,0.5651079772747087,0.77,0.1609700000000005,5
N=c1[nH]c2cc3oc(N4CCCCC4)cc(=O)c3cc2c(=N)n1CCN1CCCCC1,True,0.5619454214276464,0.75,2.5109400000000006,5
CCOC(=O)c1ccc2nc3c(c(=N)ncn3CCN3CCCCC3)c(=N)n2c1,True,0.4995524672511229,0.77,1.3055399999999997,5
CN(C)CCNc1ncnc2oc(-c3ccncc3)cc(=N)c12,True,0.7456787359242338,0.79,1.7377699999999994,5
CN(C)CCCn1c(=N)c(C(=O)c2ccccc2)cc2c(=N)n3ccccc3nc21,True,0.3847201291145858,0.8,2.4306399999999995,5
CCn1c2ccc(C(=O)O)cc2c(=O)c2c(=N)n(CCCN(C)C)cnc21,True,0.6409455680048989,0.81,1.5004699999999997,5
Cn1c(=O)c2cc3c(=N)n(CCN)c(=N)n(CCN)c3nc2n(C)c1=O,True,0.37034461696638254,0.75,-2.7352599999999976,3
N=c1c2ccc(C(=O)O)cc2n(CC(F)(F)F)c2nc(NCCN)ncc12,True,0.4986048467060608,0.78,1.6950699999999999,5
N=c1c2cc3[nH]c(=O)ccc3cc2cnn1CCN1CCCCC1,True,0.722097172344961,0.8,1.8431699999999998,5
CN1CCC(NC(=O)c2ccc(-n3c(=N)c4ccc(-c5ccc(C(F)(F)F)cc5)nc4n(CCN4CCOCC4)c3=N)cc2)CC1,True,0.28747041689857344,0.77,3.6279400000000015,4
